"Zeitstempel","Geschlecht","Wie alt sind Sie?","Bitte wählen Sie Ihre höchste abgeschlossene Ausbildung","In welcher Branche sind Sie tätig?","Wo wohnen Sie?","Was beschreibt Ihre Ernährung am besten?","Essen Sie Leberkäse (auch vegetarisch/vegan)?","Wie oft essen Sie Leberkäse?","Was ist Ihre Lieblingssorte?","Wie spontan entscheiden Sie sich, Leberkäse zu kaufen?","Warum essen Sie keinen Leberkäse?","Essen Sie gerne Essen mit spürbarer Schärfe?","Wie scharf essen Sie normalerweise?","Mögen Sie Essen aus den folgenden kulinarischen Regionen?","Wie oft im Jahr kaufen Sie online Kleidung? (für sich selbst)","Ist es schon einmal vorgekommen, dass Ihnen die Größe eines Artikels (Kleidung) bei einer Bestellung nicht gepasst hat?","In wie vielen Größen bestellen Sie den selben Artikel (um garantiert eine passende Größe zu erhalten)?","Wie viele Artikel kaufen Sie circa in einem Jahr?","Wie viele Artikel werden von Ihnen circa zurückgesendet?","An wie vielen Tagen in der Woche verwenden Sie öffentliche Verkehrsmittel?","Welche öffentliche(n) Verkehrsmittel verwenden Sie?","Wofür verwenden Sie öffentliche Verkehrsmittel?","Welche Aspekte könnte man verbessern, damit Sie öfter öffentliche Verkehrsmittel verwenden?","Zahlen Sie persönlich Fixkosten für das Wohnen? (Miete/Kredit)"," Sie können Ihre Grundbedürfnisse...","Haben Sie seit den Teuerungen Ihr Kaufverhalten verändert?","Wie sieht Ihre Wohnsituation aus?","Gehen Sie seit der Teuerung weniger oft essen?","Kaufen Sie seit der Teuerung weniger Luxusartikel? Denken Sie hier an Güter, die Sie nicht benötigen, um Ihre Grundbedürfnisse zu decken, wie z.B. Kleidung, Accessoires, elektronische Geräte, … ","Teil 1: Wie ist Ihre politische Einstellung?","Teil 2: Wie ist Ihre politische Einstellung?"
"2023/04/13 10:45:19 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Medien & Kommunikation","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse & Pikant","meistens geplant","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","20","7","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Ja","2","2"
"2023/04/13 10:54:40 AM OEZ","Männlich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Thailändisch","einmal im Jahr","Nein","in einer Größe","3","0","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Nein","...decken und Geld ansparen.","Nein","","","","3","3"
"2023/04/13 11:01:44 AM OEZ","Weiblich","20 - 29","Bachelorstudium","Finanzwesen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Ja","in mehreren Größen","10","4","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","WG oder Studentenheim","Ja","Ja","3","3"
"2023/04/13 11:12:46 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Medien & Kommunikation","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","circa einmal im Monat","Ja","in mehreren Größen","50","5","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Ja","","Nein","Nein","3","3"
"2023/04/13 11:45:03 AM OEZ","Männlich","30 - 39","Masterstudium","Sonstige","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","6","0","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Miete","","","1","1"
"2023/04/13 12:05:02 PM OEZ","Weiblich","20 - 29","Bachelorstudium","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","oft spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","5","5","5 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Nein","","","","2","2"
"2023/04/13 12:21:56 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","5","1","5 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken.","Ja","","Ja","Ja","3","2"
"2023/04/13 1:19:06 PM OEZ","Weiblich","20 - 29","Masterstudium","Sonstige","Stadt","Vegan (keine tierischen Produkte)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","4","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch;Asiatisch generell ","einmal im Jahr","Ja","in einer Größe","3","2","5 Tage","Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Ja","","Nein","Ja","2","1"
"2023/04/13 1:20:58 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","schmeckt Ihnen nicht","Nein","","Italienisch;Österreichisch;Chinesisch","circa alle zwei Monate","Ja","in einer Größe","20","10","4 Tage","Bus;Zug;U-Bahn","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Ja","Ja","3","3"
"2023/04/13 1:39:47 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","oft spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","gar nicht","","","","","5 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Nein","...nur schwer decken.","Ja","","Ja","Ja","2","2"
"2023/04/13 2:32:16 PM OEZ","Männlich","20 - 29","Matura/Abitur","Baugewerbe","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse & Pikant","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch","zwei bis vier Mal im Jahr","Nein","in einer Größe","15","2","5 Tage","Zug","Arbeit/Ausbildung","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Nein","...decken.","Ja","","Ja","Nein","3","3"
"2023/04/13 2:34:32 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch;Griechisch","circa alle zwei Monate","Ja","in einer Größe","20","4","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken.","Ja","Miete","Nein","Ja","3","4"
"2023/04/13 2:56:40 PM OEZ","Männlich","20 - 29","Matura/Abitur","Finanzwesen","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","gar nicht","","","","","2 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Nein","Miete","","","4","3"
"2023/04/13 3:36:42 PM OEZ","Männlich","20 - 29","Bachelorstudium","Software & IT-Services","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Thailändisch","circa einmal im Monat","Ja","in einer Größe","25","7","2 Tage","Bus;Zug;Straßenbahn","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken.","Ja","WG oder Studentenheim","Nein","Ja","2","3"
"2023/04/13 3:38:48 PM OEZ","Weiblich","20 - 29","Lehre","Dienstleistungen für Unternehmen","Stadt","Vegetarisch (kein Fleisch und Fisch)","Nein","","","","schmeckt Ihnen nicht","Ja","3","Österreichisch","circa alle zwei Monate","Nein","in einer Größe","10000","50","0 Tage","","","Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Nein","...decken und Geld ansparen.","Ja","","Nein","Ja","2","1"
"2023/04/13 3:41:42 PM OEZ","Weiblich","40 - 49","Masterstudium","Einzelhandel","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","passt nicht zu Ihrer Ernährung","Ja","1","Italienisch;Österreichisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","2","5 Tage","Bus;Zug","Beides","Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken und Geld ansparen.","Ja","Eigentum","Ja","Ja","2","2"
"2023/04/13 5:05:17 PM OEZ","Weiblich","20 - 29","Bachelorstudium","Energie & Bergbau","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","circa alle zwei Monate","Ja","in einer Größe","15","30","1 Tag","Bus;Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Ja","Ja","2","3"
"2023/04/13 5:45:17 PM OEZ","Männlich","30 - 39","Bachelorstudium","Energie & Bergbau","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","Esse wenig Fleisch und keine verarbeiteten Fleischprodukte","Ja","3","Italienisch;Österreichisch;Mexikanisch;Indisch","einmal im Jahr","Ja","in einer Größe","2","0","4 Tage","Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken.","Ja","Miete","Ja","Ja","2","3"
"2023/04/13 5:59:21 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Nein","","","","wegen meiner Religionsangehörigkeit","Ja","4","Italienisch;Österreichisch;Mexikanisch;Tschetschenisch, Türkisch","einmal im Jahr","Ja","in einer Größe","3","1","0 Tage","","","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Ja","...decken.","Ja","Miete","Ja","Ja","5","3"
"2023/04/13 7:06:47 PM OEZ","Männlich","20 - 29","Bachelorstudium","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","2","4 Tage","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Gesundheit (z.B.: FFP2 Maskenpflicht, bessere Hygiene,...)","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Ja","3","3"
"2023/04/13 8:53:34 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Einzelhandel","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","1","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","10","2","1 Tag","Bus","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Nein","Miete","","","3","3"
"2023/04/13 10:10:48 PM OEZ","Weiblich","30 - 39","Bachelorstudium","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Ja","in einer Größe","20","5","2 Tage","Bus;Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Nein","Eigentum","","","3","3"
"2023/04/13 10:18:58 PM OEZ","Männlich","20 - 29","Bachelorstudium","Finanzwesen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch","speziell zu Sales und Abverkäufen","Ja","in einer Größe","15","1","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Nein","...decken und Geld ansparen.","Nein","","","","3","4"
"2023/04/13 11:42:52 PM OEZ","Sonstiges","20 - 29","Matura/Abitur","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Ja","3","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch;Koreanisch","einmal im Jahr","Ja","in einer Größe","2","0","3 Tage","Bus;Zug;Straßenbahn;U-Bahn;Fähre","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Miete","","","2","2"
"2023/04/14 1:40:52 AM OEZ","Männlich","20 - 29","Matura/Abitur","Ausbildung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","2","Italienisch;Chinesisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in mehreren Größen","20","25","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Nein","...decken und Geld ansparen.","Ja","","Ja","Nein","3","2"
"2023/04/14 5:16:44 AM OEZ","Weiblich","30 - 39","Matura/Abitur","Transportwesen & Logistik","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens geplant","","Ja","4","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","speziell zu Sales und Abverkäufen","Ja","in mehreren Größen","7","14","5 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Nein","2","3"
"2023/04/14 9:20:15 AM OEZ","Weiblich","20 - 29","Matura/Abitur","Ausbildung","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","circa alle zwei Monate","Ja","in mehreren Größen","20","100","3 Tage","Bus;Zug","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","WG oder Studentenheim","Ja","Ja","3","2"
"2023/04/14 9:23:07 AM OEZ","Männlich","20 - 29","Matura/Abitur","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","gar nicht","","","","","0 Tage","","","Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","WG oder Studentenheim","","","3","3"
"2023/04/14 10:29:12 AM OEZ","Weiblich","30 - 39","Bachelorstudium","Fertigung","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Thailändisch","circa alle zwei Monate","Ja","in einer Größe","20","2","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Ja","4","4"
"2023/04/14 11:13:42 AM OEZ","Männlich","20 - 29","Masterstudium","Software & IT-Services","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","meistens spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Ja","in einer Größe","2","0","3 Tage","Bus;Zug;Straßenbahn;U-Bahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...);Mehr Züge an starken Reisetagen","Ja","...decken und Geld ansparen.","Ja","Eigentum","Nein","Ja","4","3"
"2023/04/14 11:54:31 AM OEZ","Männlich","20 - 29","Matura/Abitur","Energie & Bergbau","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse & Pikant","oft spontan","","Ja","2","Italienisch;Österreichisch;Chinesisch","gar nicht","","","","","1 Tag","Bus;Zug;Straßenbahn","Beides","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Nein","...decken.","Ja","","Ja","Ja","4","3"
"2023/04/14 12:44:19 PM OEZ","Männlich","30 - 39","Masterstudium","Sonstige","Stadt","Vegan (keine tierischen Produkte)","Nein","","","","passt nicht zu Ihrer Ernährung","Ja","2","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","2","5 Tage","Bus;Zug;Straßenbahn","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Nein","Eigentum","","","3","3"
"2023/04/14 5:40:24 PM OEZ","Männlich","20 - 29","Bachelorstudium","Transportwesen & Logistik","Stadt","Vegetarisch (kein Fleisch und Fisch)","Nein","","","","passt nicht zu Ihrer Ernährung","Ja","2","Italienisch;Österreichisch;Chinesisch;Indisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","5","1","3 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Ja","Miete","Nein","Ja","3","2"
"2023/04/15 7:58:13 AM OEZ","Weiblich","20 - 29","Pflichtschule","Energie & Bergbau","Stadt","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","weniger als einmal im Monat","Käse","meistens spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","circa alle zwei Monate","Ja","in einer Größe","15","50","5 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote);Komfort (z.B.: mehr Sitzmöglichkeiten, bequemere Sitze,...)","Nein","...decken und Geld ansparen.","Nein","","","","3","3"
"2023/04/15 9:08:11 AM OEZ","Männlich","20 - 29","Bachelorstudium","Sonstige","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","mehrmals im Monat","Käse & Pikant","meistens spontan","","Ja","1","Italienisch;Österreichisch;Chinesisch;Mexikanisch;Indisch;Thailändisch","einmal im Jahr","Nein","in einer Größe","1","0","3 Tage","Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Ja","...decken und Geld ansparen.","Ja","Miete","Ja","Nein","3","3"
"2023/04/15 9:54:05 AM OEZ","Männlich","20 - 29","Matura/Abitur","Software & IT-Services","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Normal (ohne Käse, ohne Schärfe, keine spezielle Verarbeitung)","oft spontan","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","gar nicht","","","","","0 Tage","","","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten)","Nein","...decken und Geld ansparen.","Nein","","","","3","2"
"2023/04/15 1:05:11 PM OEZ","Weiblich","20 - 29","Matura/Abitur","Finanzwesen","Land","Omnivor (tierische und pflanzliche Lebensmittel)","Ja","einmal im Monat","Käse","meistens geplant","","Nein","","Italienisch;Österreichisch;Chinesisch;Mexikanisch","zwei bis vier Mal im Jahr","Ja","in einer Größe","10","1","6 Tage","Bus;Zug","Arbeit/Ausbildung","Infrastruktur (z.B.: bessere Anbindung, kürzere Wartezeiten);Preis (z.B.: günstigere Einzelkarten, günstigere Jahreskarten, mehr Angebote)","Ja","...decken und Geld ansparen.","Ja","Miete","Ja","Ja","2","2"
